student_id,session,semester,semester_gpa,credits_attempted,credits_earned
STD0151,2017/2018,2,4.0,8.0,8.0
STD0151,2018/2019,1,2.125,8.0,5.0
STD0151,2018/2019,2,3.0,7.0,5.0
STD0151,2019/2020,1,3.230769230769231,13.0,11.0
STD0151,2019/2020,2,4.0,3.0,3.0
STD0151,2020/2021,1,4.0,11.0,11.0
STD0151,2020/2021,2,4.0,4.0,4.0
STD0151,2021/2022,1,2.375,8.0,8.0
STD0151,2021/2022,2,3.5714285714285716,7.0,7.0
STD0151,2022/2023,1,4.333333333333333,9.0,9.0
STD0151,2022/2023,2,2.375,8.0,5.0
STD0152,2018/2019,1,1.875,8.0,3.0
STD0152,2018/2019,2,4.25,8.0,8.0
STD0152,2019/2020,1,2.3333333333333335,9.0,6.0
STD0152,2019/2020,2,4.571428571428571,7.0,7.0
STD0152,2020/2021,1,1.8,5.0,3.0
STD0152,2020/2021,2,2.7,10.0,10.0
STD0152,2021/2022,1,0.0,3.0,0.0
STD0152,2021/2022,2,2.6363636363636362,11.0,9.0
STD0152,2022/2023,1,3.6,5.0,5.0
STD0152,2022/2023,2,3.111111111111111,9.0,9.0
STD0153,2018/2019,1,2.75,8.0,8.0
STD0153,2018/2019,2,4.428571428571429,7.0,7.0
STD0153,2019/2020,1,3.0,10.0,10.0
STD0153,2019/2020,2,3.4,5.0,5.0
STD0153,2020/2021,1,2.625,8.0,8.0
STD0153,2020/2021,2,1.6666666666666667,6.0,4.0
STD0153,2021/2022,1,2.6,5.0,5.0
STD0153,2021/2022,2,4.7,10.0,10.0
STD0153,2022/2023,1,3.857142857142857,7.0,7.0
STD0153,2022/2023,2,3.4285714285714284,7.0,7.0
STD0154,2019/2020,1,3.0,8.0,6.0
STD0154,2019/2020,2,4.0,7.0,7.0
STD0154,2020/2021,1,2.6153846153846154,13.0,8.0
STD0154,2020/2021,2,0.0,2.0,0.0
STD0154,2021/2022,1,2.142857142857143,7.0,5.0
STD0154,2021/2022,2,4.0,6.0,6.0
STD0154,2022/2023,1,3.3333333333333335,9.0,9.0
STD0154,2022/2023,2,3.6666666666666665,6.0,6.0
STD0155,2017/2018,1,1.8,5.0,3.0
STD0155,2017/2018,2,3.7,10.0,10.0
STD0155,2018/2019,1,2.0,6.0,6.0
STD0155,2018/2019,2,2.7777777777777777,9.0,7.0
STD0155,2019/2020,1,2.5384615384615383,13.0,11.0
STD0155,2019/2020,2,3.0,2.0,2.0
STD0155,2020/2021,2,1.7857142857142858,14.0,10.0
STD0155,2021/2022,1,4.0,5.0,5.0
STD0155,2021/2022,2,1.5,8.0,4.0
STD0155,2022/2023,1,1.75,8.0,5.0
STD0155,2022/2023,2,2.6666666666666665,6.0,4.0
STD0156,2018/2019,1,4.6,5.0,5.0
STD0156,2018/2019,2,4.7,10.0,10.0
STD0156,2019/2020,1,4.7272727272727275,11.0,11.0
STD0156,2019/2020,2,4.2,5.0,5.0
STD0156,2020/2021,1,4.625,8.0,8.0
STD0156,2020/2021,2,4.666666666666667,6.0,6.0
STD0156,2021/2022,1,5.0,12.0,12.0
STD0156,2021/2022,2,5.0,2.0,2.0
STD0156,2022/2023,1,4.6,5.0,5.0
STD0156,2022/2023,2,4.75,8.0,8.0
STD0157,2017/2018,1,3.0,8.0,6.0
STD0157,2017/2018,2,4.714285714285714,7.0,7.0
STD0157,2018/2019,1,3.1538461538461537,13.0,10.0
STD0157,2018/2019,2,4.0,2.0,2.0
STD0157,2019/2020,1,4.6,5.0,5.0
STD0157,2019/2020,2,3.1,10.0,8.0
STD0157,2020/2021,1,3.7142857142857144,7.0,7.0
STD0157,2020/2021,2,4.666666666666667,9.0,9.0
STD0157,2021/2022,1,3.0,3.0,3.0
STD0157,2021/2022,2,4.230769230769231,13.0,13.0
STD0157,2022/2023,1,3.25,8.0,8.0
STD0157,2022/2023,2,3.6666666666666665,6.0,6.0
STD0158,2020/2021,1,0.0,5.0,0.0
STD0158,2020/2021,2,2.7,10.0,10.0
STD0158,2021/2022,1,0.6666666666666666,9.0,3.0
STD0158,2021/2022,2,1.4285714285714286,7.0,5.0
STD0158,2022/2023,1,0.0,9.0,0.0
STD0158,2022/2023,2,2.4,5.0,3.0
STD0159,2018/2019,1,3.375,8.0,8.0
STD0159,2018/2019,2,4.571428571428571,7.0,7.0
STD0159,2019/2020,1,3.75,8.0,8.0
STD0159,2019/2020,2,4.333333333333333,6.0,6.0
STD0159,2020/2021,1,4.6,5.0,5.0
STD0159,2020/2021,2,3.7777777777777777,9.0,9.0
STD0159,2021/2022,1,5.0,4.0,4.0
STD0159,2021/2022,2,4.0,10.0,10.0
STD0159,2022/2023,1,3.2,10.0,10.0
STD0159,2022/2023,2,4.6,5.0,5.0
STD0160,2018/2019,1,2.4,5.0,5.0
STD0160,2018/2019,2,0.8,10.0,2.0
STD0160,2019/2020,1,1.2666666666666666,15.0,7.0
STD0160,2020/2021,1,0.0,13.0,0.0
STD0160,2020/2021,2,3.0,3.0,3.0
STD0160,2021/2022,1,1.0,9.0,3.0
STD0160,2021/2022,2,1.6666666666666667,6.0,4.0
STD0160,2022/2023,1,2.3333333333333335,9.0,6.0
STD0160,2022/2023,2,3.0,7.0,7.0
STD0161,2017/2018,1,3.0,5.0,5.0
STD0161,2017/2018,2,4.4,10.0,10.0
STD0161,2018/2019,1,3.8,5.0,5.0
STD0161,2018/2019,2,3.7,10.0,8.0
STD0161,2019/2020,1,3.272727272727273,11.0,11.0
STD0161,2019/2020,2,3.0,5.0,5.0
STD0161,2020/2021,1,4.428571428571429,7.0,7.0
STD0161,2020/2021,2,4.625,8.0,8.0
STD0161,2021/2022,1,3.75,8.0,8.0
STD0161,2021/2022,2,4.666666666666667,6.0,6.0
STD0161,2022/2023,1,4.25,8.0,8.0
STD0161,2022/2023,2,5.0,8.0,8.0
STD0162,2019/2020,1,4.125,8.0,8.0
STD0162,2019/2020,2,4.625,8.0,8.0
STD0162,2020/2021,1,4.0,5.0,5.0
STD0162,2020/2021,2,4.777777777777778,9.0,9.0
STD0162,2021/2022,1,4.7,10.0,10.0
STD0162,2021/2022,2,3.6,5.0,5.0
STD0162,2022/2023,1,4.5,10.0,10.0
STD0162,2022/2023,2,4.5,4.0,4.0
STD0163,2018/2019,1,0.0,8.0,0.0
STD0163,2018/2019,2,3.2857142857142856,7.0,7.0
STD0163,2019/2020,1,1.5,14.0,6.0
STD0163,2019/2020,2,3.0,3.0,3.0
STD0163,2020/2021,1,1.875,8.0,5.0
STD0163,2020/2021,2,0.0,6.0,0.0
STD0163,2021/2022,1,1.5,8.0,3.0
STD0163,2021/2022,2,0.6666666666666666,6.0,2.0
STD0163,2022/2023,1,1.5,8.0,5.0
STD0163,2022/2023,2,3.857142857142857,7.0,7.0
STD0164,2018/2019,1,4.0,8.0,8.0
STD0164,2018/2019,2,5.0,8.0,8.0
STD0164,2019/2020,1,4.5,14.0,14.0
STD0164,2019/2020,2,5.0,2.0,2.0
STD0164,2020/2021,1,3.6666666666666665,9.0,9.0
STD0164,2020/2021,2,4.142857142857143,7.0,7.0
STD0164,2021/2022,1,4.0,15.0,15.0
STD0164,2022/2023,1,4.625,8.0,8.0
STD0164,2022/2023,2,3.0,8.0,8.0
STD0165,2020/2021,1,3.375,8.0,8.0
STD0165,2020/2021,2,3.5714285714285716,7.0,7.0
STD0165,2021/2022,1,2.2,10.0,7.0
STD0165,2021/2022,2,4.5,4.0,4.0
STD0165,2022/2023,1,3.875,8.0,8.0
STD0165,2022/2023,2,4.0,7.0,7.0
STD0166,2020/2021,1,3.75,8.0,8.0
STD0166,2020/2021,2,3.857142857142857,7.0,7.0
STD0166,2021/2022,1,3.857142857142857,7.0,7.0
STD0166,2021/2022,2,4.0,7.0,7.0
STD0166,2022/2023,1,3.8,5.0,5.0
STD0166,2022/2023,2,3.2222222222222223,9.0,7.0
STD0167,2018/2019,1,4.625,8.0,8.0
STD0167,2018/2019,2,4.75,8.0,8.0
STD0167,2019/2020,1,4.7,10.0,10.0
STD0167,2019/2020,2,5.0,4.0,4.0
STD0167,2020/2021,1,5.0,5.0,5.0
STD0167,2020/2021,2,5.0,10.0,10.0
STD0167,2021/2022,1,4.714285714285714,7.0,7.0
STD0167,2021/2022,2,5.0,7.0,7.0
STD0167,2022/2023,1,4.714285714285714,7.0,7.0
STD0167,2022/2023,2,4.142857142857143,7.0,7.0
STD0168,2019/2020,1,3.375,8.0,8.0
STD0168,2019/2020,2,4.25,8.0,8.0
STD0168,2020/2021,1,2.6666666666666665,9.0,9.0
STD0168,2020/2021,2,3.0,6.0,4.0
STD0168,2021/2022,1,1.5,6.0,3.0
STD0168,2021/2022,2,2.111111111111111,9.0,7.0
STD0168,2022/2023,1,2.25,8.0,6.0
STD0168,2022/2023,2,4.714285714285714,7.0,7.0
STD0169,2018/2019,1,2.25,8.0,6.0
STD0169,2018/2019,2,3.857142857142857,7.0,7.0
STD0169,2019/2020,1,2.3636363636363638,11.0,8.0
STD0169,2019/2020,2,2.0,4.0,2.0
STD0169,2020/2021,1,2.0,12.0,7.0
STD0169,2020/2021,2,0.0,2.0,0.0
STD0169,2021/2022,1,1.125,8.0,3.0
STD0169,2021/2022,2,3.5714285714285716,7.0,7.0
STD0169,2022/2023,1,0.0,4.0,0.0
STD0169,2022/2023,2,3.1,10.0,10.0
STD0170,2017/2018,1,0.0,5.0,0.0
STD0170,2017/2018,2,2.1,10.0,8.0
STD0170,2018/2019,1,1.5,14.0,8.0
STD0170,2018/2019,2,0.0,2.0,0.0
STD0170,2019/2020,1,1.125,8.0,3.0
STD0170,2019/2020,2,2.2857142857142856,7.0,4.0
STD0170,2020/2021,1,1.3333333333333333,9.0,4.0
STD0170,2020/2021,2,3.4,5.0,5.0
STD0170,2021/2022,1,0.6,10.0,2.0
STD0170,2021/2022,2,1.5,6.0,3.0
STD0170,2022/2023,1,0.8,5.0,2.0
STD0170,2022/2023,2,4.3,10.0,10.0
STD0171,2020/2021,1,0.0,6.0,0.0
STD0171,2020/2021,2,2.8,10.0,8.0
STD0171,2021/2022,1,1.1111111111111112,9.0,4.0
STD0171,2021/2022,2,3.8,5.0,5.0
STD0171,2022/2023,1,1.7272727272727273,11.0,8.0
STD0171,2022/2023,2,0.0,5.0,0.0
STD0172,2019/2020,1,2.375,8.0,8.0
STD0172,2019/2020,2,4.375,8.0,8.0
STD0172,2020/2021,1,2.0,6.0,3.0
STD0172,2020/2021,2,3.2222222222222223,9.0,7.0
STD0172,2021/2022,1,1.8,10.0,7.0
STD0172,2021/2022,2,2.4,5.0,3.0
STD0172,2022/2023,1,1.7142857142857142,7.0,4.0
STD0172,2022/2023,2,3.0,8.0,8.0
STD0173,2019/2020,1,3.5,8.0,8.0
STD0173,2019/2020,2,4.0,8.0,8.0
STD0173,2020/2021,1,3.625,8.0,8.0
STD0173,2020/2021,2,4.571428571428571,7.0,7.0
STD0173,2021/2022,1,3.625,8.0,8.0
STD0173,2021/2022,2,4.428571428571429,7.0,7.0
STD0173,2022/2023,1,4.333333333333333,9.0,9.0
STD0173,2022/2023,2,3.4285714285714284,7.0,7.0
STD0174,2020/2021,1,3.125,8.0,8.0
STD0174,2020/2021,2,3.4285714285714284,7.0,7.0
STD0174,2021/2022,1,4.153846153846154,13.0,13.0
STD0174,2021/2022,2,2.0,2.0,2.0
STD0174,2022/2023,1,3.75,8.0,8.0
STD0174,2022/2023,2,4.285714285714286,7.0,7.0
STD0175,2017/2018,1,2.4,5.0,3.0
STD0175,2017/2018,2,4.7,10.0,10.0
STD0175,2018/2019,1,3.1818181818181817,11.0,8.0
STD0175,2018/2019,2,4.6,5.0,5.0
STD0175,2019/2020,1,4.0,11.0,11.0
STD0175,2019/2020,2,3.4,5.0,5.0
STD0175,2020/2021,1,4.0,3.0,3.0
STD0175,2020/2021,2,4.416666666666667,12.0,12.0
STD0175,2021/2022,1,4.75,8.0,8.0
STD0175,2021/2022,2,2.75,8.0,8.0
STD0175,2022/2023,1,1.1428571428571428,7.0,2.0
STD0175,2022/2023,2,4.0,9.0,9.0
STD0176,2019/2020,1,2.25,8.0,6.0
STD0176,2019/2020,2,4.0,7.0,7.0
STD0176,2020/2021,1,2.5,6.0,6.0
STD0176,2020/2021,2,3.0,9.0,7.0
STD0176,2021/2022,1,2.2857142857142856,7.0,4.0
STD0176,2021/2022,2,3.125,8.0,8.0
STD0176,2022/2023,1,3.375,8.0,8.0
STD0176,2022/2023,2,3.4285714285714284,7.0,7.0
STD0177,2019/2020,1,5.0,6.0,6.0
STD0177,2019/2020,2,5.0,10.0,10.0
STD0177,2020/2021,1,4.666666666666667,6.0,6.0
STD0177,2020/2021,2,4.375,8.0,8.0
STD0177,2021/2022,1,3.6,15.0,15.0
STD0177,2021/2022,2,5.0,2.0,2.0
STD0177,2022/2023,2,4.571428571428571,14.0,14.0
STD0178,2017/2018,1,3.5,6.0,6.0
STD0178,2017/2018,2,3.2,10.0,10.0
STD0178,2018/2019,1,2.875,8.0,8.0
STD0178,2018/2019,2,4.142857142857143,7.0,7.0
STD0178,2019/2020,1,3.125,8.0,8.0
STD0178,2019/2020,2,4.142857142857143,7.0,7.0
STD0178,2020/2021,1,3.0,6.0,6.0
STD0178,2020/2021,2,2.5,8.0,6.0
STD0178,2021/2022,1,0.8,5.0,2.0
STD0178,2021/2022,2,2.5555555555555554,9.0,9.0
STD0178,2022/2023,1,2.7142857142857144,7.0,7.0
STD0178,2022/2023,2,3.6666666666666665,6.0,6.0
STD0179,2019/2020,1,5.0,6.0,6.0
STD0179,2019/2020,2,5.0,10.0,10.0
STD0179,2020/2021,1,4.7272727272727275,11.0,11.0
STD0179,2020/2021,2,5.0,4.0,4.0
STD0179,2021/2022,1,5.0,11.0,11.0
STD0179,2021/2022,2,5.0,5.0,5.0
STD0179,2022/2023,1,5.0,6.0,6.0
STD0179,2022/2023,2,5.0,10.0,10.0
STD0180,2020/2021,1,3.25,8.0,8.0
STD0180,2020/2021,2,4.285714285714286,7.0,7.0
STD0180,2021/2022,1,1.5,6.0,3.0
STD0180,2021/2022,2,3.6666666666666665,9.0,7.0
STD0180,2022/2023,1,3.5,8.0,8.0
STD0180,2022/2023,2,5.0,5.0,5.0
STD0181,2020/2021,1,2.625,8.0,8.0
STD0181,2020/2021,2,1.875,8.0,5.0
STD0181,2021/2022,1,2.4166666666666665,12.0,12.0
STD0181,2021/2022,2,2.0,2.0,2.0
STD0181,2022/2023,1,1.0,10.0,4.0
STD0181,2022/2023,2,3.2,5.0,5.0
STD0182,2019/2020,1,1.0,6.0,3.0
STD0182,2019/2020,2,2.6,10.0,7.0
STD0182,2020/2021,1,1.5,6.0,3.0
STD0182,2020/2021,2,3.2,10.0,10.0
STD0182,2021/2022,1,0.0,7.0,0.0
STD0182,2021/2022,2,1.2857142857142858,7.0,3.0
STD0182,2022/2023,1,1.125,16.0,6.0
STD0183,2020/2021,1,3.75,8.0,6.0
STD0183,2020/2021,2,4.285714285714286,7.0,7.0
STD0183,2021/2022,1,2.727272727272727,11.0,8.0
STD0183,2021/2022,2,3.6,5.0,5.0
STD0183,2022/2023,1,3.5,8.0,8.0
STD0183,2022/2023,2,3.5,8.0,8.0
STD0184,2018/2019,1,2.4,5.0,3.0
STD0184,2018/2019,2,3.7,10.0,10.0
STD0184,2019/2020,1,1.5,12.0,6.0
STD0184,2019/2020,2,1.8,5.0,3.0
STD0184,2020/2021,1,2.769230769230769,13.0,11.0
STD0184,2020/2021,2,4.0,2.0,2.0
STD0184,2021/2022,1,1.8,10.0,7.0
STD0184,2021/2022,2,2.4,5.0,3.0
STD0184,2022/2023,1,1.5,8.0,6.0
STD0184,2022/2023,2,3.875,8.0,8.0
STD0185,2020/2021,1,2.75,8.0,8.0
STD0185,2020/2021,2,4.428571428571429,7.0,7.0
STD0185,2021/2022,1,3.7142857142857144,14.0,14.0
STD0185,2021/2022,2,2.0,2.0,2.0
STD0185,2022/2023,1,4.375,8.0,8.0
STD0185,2022/2023,2,3.4285714285714284,7.0,7.0
STD0186,2019/2020,1,3.8,5.0,5.0
STD0186,2019/2020,2,4.4,10.0,10.0
STD0186,2020/2021,1,3.1,10.0,8.0
STD0186,2020/2021,2,3.5,6.0,6.0
STD0186,2021/2022,1,2.6666666666666665,9.0,6.0
STD0186,2021/2022,2,4.714285714285714,7.0,7.0
STD0186,2022/2023,1,3.857142857142857,7.0,7.0
STD0186,2022/2023,2,4.0,8.0,8.0
STD0187,2017/2018,1,1.8,5.0,3.0
STD0187,2017/2018,2,3.7,10.0,10.0
STD0187,2018/2019,1,3.3,10.0,10.0
STD0187,2018/2019,2,4.4,5.0,5.0
STD0187,2019/2020,1,4.125,8.0,8.0
STD0187,2019/2020,2,3.857142857142857,7.0,7.0
STD0187,2020/2021,1,1.2,5.0,2.0
STD0187,2020/2021,2,3.6,10.0,10.0
STD0187,2021/2022,1,4.0,3.0,3.0
STD0187,2021/2022,2,3.4545454545454546,11.0,11.0
STD0187,2022/2023,1,5.0,3.0,3.0
STD0187,2022/2023,2,2.3076923076923075,13.0,11.0
STD0188,2019/2020,1,1.875,8.0,6.0
STD0188,2019/2020,2,3.0,7.0,7.0
STD0188,2020/2021,1,1.875,8.0,6.0
STD0188,2020/2021,2,1.1428571428571428,7.0,2.0
STD0188,2021/2022,1,0.7272727272727273,11.0,2.0
STD0188,2021/2022,2,1.5,4.0,2.0
STD0188,2022/2023,1,2.0,5.0,5.0
STD0188,2022/2023,2,1.9090909090909092,11.0,6.0
STD0189,2019/2020,1,0.0,6.0,0.0
STD0189,2019/2020,2,2.1,10.0,7.0
STD0189,2020/2021,1,0.4,10.0,2.0
STD0189,2020/2021,2,3.0,4.0,4.0
STD0189,2021/2022,1,0.9,10.0,3.0
STD0189,2021/2022,2,0.0,5.0,0.0
STD0189,2022/2023,1,0.0,6.0,0.0
STD0189,2022/2023,2,0.8888888888888888,9.0,2.0
STD0190,2019/2020,1,3.0,5.0,5.0
STD0190,2019/2020,2,2.3,10.0,7.0
STD0190,2020/2021,1,1.4615384615384615,13.0,7.0
STD0190,2020/2021,2,4.0,2.0,2.0
STD0190,2021/2022,1,3.0,10.0,8.0
STD0190,2021/2022,2,2.0,4.0,2.0
STD0190,2022/2023,1,2.923076923076923,13.0,10.0
STD0190,2022/2023,2,3.0,3.0,3.0
STD0191,2018/2019,1,3.75,8.0,8.0
STD0191,2018/2019,2,5.0,8.0,8.0
STD0191,2019/2020,1,2.3333333333333335,9.0,6.0
STD0191,2019/2020,2,4.285714285714286,7.0,7.0
STD0191,2020/2021,1,4.0,8.0,8.0
STD0191,2020/2021,2,4.0,8.0,8.0
STD0191,2021/2022,1,4.333333333333333,9.0,9.0
STD0191,2021/2022,2,3.8,5.0,5.0
STD0191,2022/2023,1,3.7,10.0,10.0
STD0191,2022/2023,2,5.0,5.0,5.0
STD0192,2020/2021,1,1.8,5.0,3.0
STD0192,2020/2021,2,3.7,10.0,10.0
STD0192,2021/2022,1,3.375,8.0,8.0
STD0192,2021/2022,2,2.857142857142857,7.0,7.0
STD0192,2022/2023,1,3.0,12.0,12.0
STD0192,2022/2023,2,3.4,5.0,5.0
STD0193,2019/2020,1,1.875,8.0,6.0
STD0193,2019/2020,2,1.875,8.0,6.0
STD0193,2020/2021,1,1.0,12.0,3.0
STD0193,2020/2021,2,1.5,4.0,2.0
STD0193,2021/2022,1,2.25,8.0,6.0
STD0193,2021/2022,2,0.0,7.0,0.0
STD0193,2022/2023,1,0.8181818181818182,11.0,3.0
STD0193,2022/2023,2,3.0,4.0,4.0
STD0194,2017/2018,1,2.25,8.0,6.0
STD0194,2017/2018,2,4.25,8.0,8.0
STD0194,2018/2019,1,4.0,6.0,6.0
STD0194,2018/2019,2,3.3333333333333335,9.0,7.0
STD0194,2019/2020,1,3.4545454545454546,11.0,11.0
STD0194,2019/2020,2,3.5,6.0,6.0
STD0194,2020/2021,1,3.875,8.0,8.0
STD0194,2020/2021,2,3.125,8.0,8.0
STD0194,2021/2022,1,3.0,7.0,7.0
STD0194,2021/2022,2,4.375,8.0,8.0
STD0194,2022/2023,1,4.0,9.0,9.0
STD0194,2022/2023,2,4.0,5.0,5.0
STD0195,2019/2020,1,2.25,8.0,6.0
STD0195,2019/2020,2,4.285714285714286,7.0,7.0
STD0195,2020/2021,1,3.0,9.0,9.0
STD0195,2020/2021,2,3.5,8.0,8.0
STD0195,2021/2022,1,1.1428571428571428,7.0,2.0
STD0195,2021/2022,2,3.4285714285714284,7.0,7.0
STD0195,2022/2023,1,3.4545454545454546,11.0,11.0
STD0195,2022/2023,2,4.0,4.0,4.0
STD0196,2020/2021,1,1.125,8.0,3.0
STD0196,2020/2021,2,3.625,8.0,8.0
STD0196,2021/2022,1,1.6363636363636365,11.0,5.0
STD0196,2021/2022,2,5.0,4.0,4.0
STD0196,2022/2023,1,1.6363636363636365,11.0,5.0
STD0196,2022/2023,2,0.0,4.0,0.0
STD0197,2020/2021,1,3.125,8.0,8.0
STD0197,2020/2021,2,4.428571428571429,7.0,7.0
STD0197,2021/2022,1,3.25,12.0,12.0
STD0197,2021/2022,2,2.4,5.0,3.0
STD0197,2022/2023,1,4.0,8.0,8.0
STD0197,2022/2023,2,2.6666666666666665,6.0,4.0
STD0198,2020/2021,1,4.2,5.0,5.0
STD0198,2020/2021,2,4.0,10.0,10.0
STD0198,2021/2022,1,4.142857142857143,7.0,7.0
STD0198,2021/2022,2,3.6666666666666665,6.0,6.0
STD0198,2022/2023,1,4.0,6.0,6.0
STD0198,2022/2023,2,3.5,10.0,10.0
STD0199,2020/2021,1,0.75,8.0,3.0
STD0199,2020/2021,2,2.875,8.0,8.0
STD0199,2021/2022,1,0.5714285714285714,7.0,2.0
STD0199,2021/2022,2,2.4285714285714284,7.0,5.0
STD0199,2022/2023,1,0.0,3.0,0.0
STD0199,2022/2023,2,1.6363636363636365,11.0,7.0
STD0200,2017/2018,1,3.0,5.0,5.0
STD0200,2017/2018,2,3.9,10.0,10.0
STD0200,2018/2019,1,3.625,8.0,8.0
STD0200,2018/2019,2,3.5714285714285716,7.0,5.0
STD0200,2019/2020,1,3.727272727272727,11.0,11.0
STD0200,2019/2020,2,3.2,5.0,5.0
STD0200,2020/2021,1,3.5,10.0,10.0
STD0200,2020/2021,2,2.6,5.0,5.0
STD0200,2021/2022,1,2.625,8.0,6.0
STD0200,2021/2022,2,4.571428571428571,7.0,7.0
STD0200,2022/2023,1,1.625,8.0,5.0
STD0200,2022/2023,2,3.125,8.0,8.0
STD0201,2019/2020,1,3.6,5.0,5.0
STD0201,2019/2020,2,3.5,10.0,10.0
STD0201,2020/2021,1,3.375,8.0,8.0
STD0201,2020/2021,2,3.142857142857143,7.0,7.0
STD0201,2021/2022,1,2.5,6.0,3.0
STD0201,2021/2022,2,4.333333333333333,9.0,9.0
STD0201,2022/2023,1,3.5,8.0,8.0
STD0201,2022/2023,2,4.333333333333333,6.0,6.0
STD0202,2018/2019,1,4.0,8.0,8.0
STD0202,2018/2019,2,3.75,8.0,8.0
STD0202,2019/2020,1,4.076923076923077,13.0,13.0
STD0202,2019/2020,2,5.0,2.0,2.0
STD0202,2020/2021,1,4.0,8.0,8.0
STD0202,2020/2021,2,4.0,7.0,7.0
STD0202,2021/2022,2,4.1875,16.0,16.0
STD0202,2022/2023,1,3.8,5.0,5.0
STD0202,2022/2023,2,4.111111111111111,9.0,9.0
STD0203,2018/2019,1,4.0,8.0,8.0
STD0203,2018/2019,2,5.0,7.0,7.0
STD0203,2019/2020,1,4.0,9.0,9.0
STD0203,2019/2020,2,3.3333333333333335,6.0,4.0
STD0203,2020/2021,1,4.384615384615385,13.0,13.0
STD0203,2020/2021,2,5.0,2.0,2.0
STD0203,2021/2022,1,5.0,3.0,3.0
STD0203,2021/2022,2,4.3076923076923075,13.0,13.0
STD0203,2022/2023,1,4.0,6.0,6.0
STD0203,2022/2023,2,4.25,8.0,8.0
STD0204,2018/2019,1,1.0,6.0,3.0
STD0204,2018/2019,2,1.2,10.0,5.0
STD0204,2019/2020,1,1.125,8.0,3.0
STD0204,2019/2020,2,1.625,8.0,5.0
STD0204,2020/2021,1,0.0,5.0,0.0
STD0204,2020/2021,2,1.5555555555555556,9.0,4.0
STD0204,2021/2022,1,1.6666666666666667,12.0,5.0
STD0204,2021/2022,2,0.0,2.0,0.0
STD0204,2022/2023,1,1.1428571428571428,7.0,4.0
STD0204,2022/2023,2,3.0,7.0,7.0
STD0205,2017/2018,1,1.125,8.0,3.0
STD0205,2017/2018,2,2.142857142857143,7.0,5.0
STD0205,2018/2019,1,1.0,9.0,3.0
STD0205,2018/2019,2,3.125,8.0,8.0
STD0205,2019/2020,1,0.0,3.0,0.0
STD0205,2019/2020,2,1.2,10.0,4.0
STD0205,2020/2021,1,1.3636363636363635,11.0,3.0
STD0205,2020/2021,2,1.0,4.0,2.0
STD0205,2021/2022,1,1.2,5.0,2.0
STD0205,2021/2022,2,1.3333333333333333,9.0,3.0
STD0205,2022/2023,1,0.0,5.0,0.0
STD0205,2022/2023,2,1.5,10.0,6.0
STD0206,2020/2021,1,2.0,8.0,5.0
STD0206,2020/2021,2,3.375,8.0,8.0
STD0206,2021/2022,1,3.625,8.0,8.0
STD0206,2021/2022,2,4.0,7.0,7.0
STD0206,2022/2023,1,3.3333333333333335,9.0,9.0
STD0206,2022/2023,2,3.3333333333333335,9.0,9.0
STD0207,2020/2021,1,3.75,8.0,8.0
STD0207,2020/2021,2,4.125,8.0,8.0
STD0207,2021/2022,1,3.0,12.0,12.0
STD0207,2021/2022,2,4.0,5.0,5.0
STD0207,2022/2023,1,3.0,2.0,2.0
STD0207,2022/2023,2,3.4166666666666665,12.0,10.0
STD0208,2018/2019,1,3.75,8.0,8.0
STD0208,2018/2019,2,4.25,8.0,8.0
STD0208,2019/2020,1,3.0,11.0,8.0
STD0208,2019/2020,2,4.2,5.0,5.0
STD0208,2020/2021,1,5.0,8.0,8.0
STD0208,2020/2021,2,4.0,6.0,6.0
STD0208,2021/2022,1,4.333333333333333,6.0,6.0
STD0208,2021/2022,2,4.0,9.0,9.0
STD0208,2022/2023,1,3.4545454545454546,11.0,11.0
STD0208,2022/2023,2,3.5,6.0,6.0
STD0209,2020/2021,1,5.0,8.0,8.0
STD0209,2020/2021,2,5.0,7.0,7.0
STD0209,2021/2022,1,4.666666666666667,9.0,9.0
STD0209,2021/2022,2,5.0,7.0,7.0
STD0209,2022/2023,1,5.0,9.0,9.0
STD0209,2022/2023,2,5.0,4.0,4.0
STD0210,2018/2019,1,3.375,8.0,8.0
STD0210,2018/2019,2,4.0,8.0,8.0
STD0210,2019/2020,1,3.466666666666667,15.0,15.0
STD0210,2020/2021,1,2.4545454545454546,11.0,8.0
STD0210,2020/2021,2,2.5,4.0,2.0
STD0210,2021/2022,1,3.0,8.0,8.0
STD0210,2021/2022,2,4.375,8.0,8.0
STD0210,2022/2023,1,2.875,8.0,5.0
STD0210,2022/2023,2,3.5714285714285716,7.0,7.0
STD0211,2017/2018,1,3.6,5.0,5.0
STD0211,2017/2018,2,4.1,10.0,10.0
STD0211,2018/2019,1,4.125,8.0,8.0
STD0211,2018/2019,2,4.428571428571429,7.0,7.0
STD0211,2019/2020,1,3.75,8.0,8.0
STD0211,2019/2020,2,3.6666666666666665,6.0,6.0
STD0211,2020/2021,1,3.6666666666666665,9.0,9.0
STD0211,2020/2021,2,4.0,6.0,6.0
STD0211,2021/2022,1,4.0,6.0,6.0
STD0211,2021/2022,2,4.714285714285714,7.0,7.0
STD0211,2022/2023,1,3.0,4.0,4.0
STD0211,2022/2023,2,4.6,10.0,10.0
STD0212,2020/2021,1,4.2,5.0,5.0
STD0212,2020/2021,2,4.8,10.0,10.0
STD0212,2021/2022,1,3.6363636363636362,11.0,11.0
STD0212,2021/2022,2,3.5,4.0,4.0
