student_id,course_code,session,semester,score,grade,grade_point,pass,credit_units
STD0156,STA300,2022/2023,2,62.7,B,4,1,2
STD0157,STA109,2017/2018,1,66.3,B,4,1,3
STD0157,STA103,2017/2018,1,37.9,F,0,0,2
STD0157,STA100,2017/2018,2,74.6,A,5,1,3
STD0157,STA106,2017/2018,2,80.9,A,5,1,2
STD0157,STA107,2017/2018,2,67.7,B,4,1,2
STD0157,STA102,2017/2018,1,64.6,B,4,1,3
STD0157,STA200,2018/2019,2,69.2,B,4,1,2
STD0157,STA109,2018/2019,1,41.1,F,0,0,3
STD0157,STA206,2018/2019,1,67.9,B,4,1,2
STD0157,STA208,2018/2019,1,84.5,A,5,1,3
STD0157,STA102,2018/2019,1,65.1,B,4,1,3
STD0157,STA207,2018/2019,1,58.9,C,3,1,2
STD0157,STA304,2019/2020,1,68.0,B,4,1,2
STD0157,STA100,2019/2020,2,76.5,A,5,1,3
STD0157,STA302,2019/2020,2,47.6,D,2,1,2
STD0157,STA303,2019/2020,1,73.9,A,5,1,3
STD0157,STA306,2019/2020,2,42.6,F,0,0,2
STD0157,STA105,2019/2020,2,64.1,B,4,1,3
STD0157,STA404,2020/2021,2,71.8,A,5,1,3
STD0157,STA407,2020/2021,2,82.2,A,5,1,3
STD0157,STA207,2020/2021,1,64.2,B,4,1,2
STD0157,STA100,2020/2021,2,67.9,B,4,1,3
STD0157,STA305,2020/2021,1,63.9,B,4,1,3
STD0157,STA307,2020/2021,1,57.4,C,3,1,2
STD0157,STA305,2021/2022,1,58.7,C,3,1,3
STD0157,STA105,2021/2022,2,61.7,B,4,1,3
STD0157,STA404,2021/2022,2,76.7,A,5,1,3
STD0157,STA300,2021/2022,2,64.8,B,4,1,2
STD0157,STA100,2021/2022,2,62.4,B,4,1,3
STD0157,STA403,2021/2022,2,64.9,B,4,1,2
STD0157,STA106,2022/2023,2,92.2,A,5,1,2
STD0157,STA109,2022/2023,1,58.7,C,3,1,3
STD0157,STA103,2022/2023,1,64.3,B,4,1,2
STD0157,STA201,2022/2023,1,55.3,C,3,1,3
STD0157,STA306,2022/2023,2,67.3,B,4,1,2
STD0157,STA300,2022/2023,2,47.5,D,2,1,2
STD0158,STA100,2020/2021,2,47.5,D,2,1,3
STD0158,STA109,2020/2021,1,41.7,F,0,0,3
STD0158,STA103,2020/2021,1,26.2,F,0,0,2
STD0158,STA106,2020/2021,2,66.8,B,4,1,2
STD0158,STA105,2020/2021,2,52.2,C,3,1,3
STD0158,STA107,2020/2021,2,48.9,D,2,1,2
STD0158,STA100,2021/2022,2,47.0,D,2,1,3
STD0158,STA109,2021/2022,1,46.1,D,2,1,3
STD0158,STA102,2021/2022,1,43.8,F,0,0,3
STD0158,STA204,2021/2022,2,13.5,F,0,0,2
STD0158,STA107,2021/2022,2,49.5,D,2,1,2
STD0158,STA209,2021/2022,1,22.5,F,0,0,3
STD0158,STA307,2022/2023,1,39.7,F,0,0,2
STD0158,STA207,2022/2023,1,37.4,F,0,0,2
STD0158,STA204,2022/2023,2,34.5,F,0,0,2
STD0158,STA206,2022/2023,1,39.8,F,0,0,2
STD0158,STA308,2022/2023,2,63.1,B,4,1,3
STD0158,STA209,2022/2023,1,28.4,F,0,0,3
STD0159,STA105,2018/2019,2,69.3,B,4,1,3
STD0159,STA107,2018/2019,2,77.7,A,5,1,2
STD0159,STA102,2018/2019,1,62.8,B,4,1,3
STD0159,STA109,2018/2019,1,57.2,C,3,1,3
STD0159,STA106,2018/2019,2,93.6,A,5,1,2
STD0159,STA103,2018/2019,1,52.3,C,3,1,2
STD0159,STA208,2019/2020,1,77.6,A,5,1,3
STD0159,STA207,2019/2020,1,59.3,C,3,1,2
STD0159,STA107,2019/2020,2,55.6,C,3,1,2
STD0159,STA106,2019/2020,2,84.9,A,5,1,2
STD0159,STA102,2019/2020,1,59.1,C,3,1,3
STD0159,STA200,2019/2020,2,86.4,A,5,1,2
STD0159,STA306,2020/2021,2,55.8,C,3,1,2
STD0159,STA106,2020/2021,2,84.8,A,5,1,2
STD0159,STA206,2020/2021,1,60.3,B,4,1,2
STD0159,STA105,2020/2021,2,62.6,B,4,1,3
STD0159,STA303,2020/2021,1,84.7,A,5,1,3
STD0159,STA204,2020/2021,2,52.7,C,3,1,2
STD0159,STA304,2021/2022,1,73.2,A,5,1,2
STD0159,STA105,2021/2022,2,75.0,A,5,1,3
STD0159,STA409,2021/2022,2,53.6,C,3,1,3
STD0159,STA401,2021/2022,2,81.4,A,5,1,2
STD0159,STA400,2021/2022,1,70.4,A,5,1,2
STD0159,STA204,2021/2022,2,56.2,C,3,1,2
STD0159,STA307,2022/2023,1,52.6,C,3,1,2
STD0159,STA205,2022/2023,1,50.7,C,3,1,3
STD0159,STA304,2022/2023,1,64.7,B,4,1,2
STD0159,STA306,2022/2023,2,63.3,B,4,1,2
STD0159,STA407,2022/2023,2,80.8,A,5,1,3
STD0159,STA102,2022/2023,1,54.1,C,3,1,3
STD0160,STA107,2018/2019,2,31.3,F,0,0,2
STD0160,STA106,2018/2019,2,67.4,B,4,1,2
STD0160,STA105,2018/2019,2,38.0,F,0,0,3
STD0160,STA103,2018/2019,1,52.9,C,3,1,2
STD0160,STA100,2018/2019,2,44.9,F,0,0,3
STD0160,STA102,2018/2019,1,47.0,D,2,1,3
STD0160,STA206,2019/2020,1,45.8,D,2,1,2
STD0160,STA207,2019/2020,1,59.2,C,3,1,2
STD0160,STA201,2019/2020,1,40.5,F,0,0,3
STD0160,STA103,2019/2020,1,39.0,F,0,0,2
STD0160,STA102,2019/2020,1,43.9,F,0,0,3
STD0160,STA208,2019/2020,1,50.9,C,3,1,3
STD0160,STA103,2020/2021,1,33.5,F,0,0,2
STD0160,STA109,2020/2021,1,27.2,F,0,0,3
STD0160,STA201,2020/2021,1,40.9,F,0,0,3
STD0160,STA209,2020/2021,1,25.6,F,0,0,3
STD0160,STA304,2020/2021,1,33.8,F,0,0,2
STD0160,STA308,2020/2021,2,54.9,C,3,1,3
STD0160,STA204,2021/2022,2,33.8,F,0,0,2
STD0160,STA205,2021/2022,1,33.1,F,0,0,3
STD0160,STA303,2021/2022,1,57.0,C,3,1,3
STD0160,STA209,2021/2022,1,24.7,F,0,0,3
STD0160,STA403,2021/2022,2,49.0,D,2,1,2
STD0160,STA200,2021/2022,2,50.5,C,3,1,2
STD0160,STA303,2022/2023,1,63.1,B,4,1,3
STD0160,STA105,2022/2023,2,50.3,C,3,1,3
STD0160,STA205,2022/2023,1,18.5,F,0,0,3
STD0160,STA305,2022/2023,1,54.8,C,3,1,3
STD0160,STA107,2022/2023,2,58.7,C,3,1,2
STD0160,STA401,2022/2023,2,50.2,C,3,1,2
STD0161,STA107,2017/2018,2,74.5,A,5,1,2
STD0161,STA106,2017/2018,2,73.8,A,5,1,2
STD0161,STA109,2017/2018,1,52.8,C,3,1,3
STD0161,STA100,2017/2018,2,69.9,B,4,1,3
STD0161,STA103,2017/2018,1,54.3,C,3,1,2
STD0161,STA105,2017/2018,2,63.6,B,4,1,3
STD0161,STA105,2018/2019,2,60.4,B,4,1,3
STD0161,STA209,2018/2019,1,54.0,C,3,1,3
STD0161,STA206,2018/2019,1,81.9,A,5,1,2
STD0161,STA107,2018/2019,2,75.1,A,5,1,2
STD0161,STA100,2018/2019,2,80.4,A,5,1,3
STD0161,STA204,2018/2019,2,33.6,F,0,0,2
STD0161,STA308,2019/2020,2,50.6,C,3,1,3
STD0161,STA300,2019/2020,2,58.9,C,3,1,2
STD0161,STA207,2019/2020,1,56.3,C,3,1,2
STD0161,STA209,2019/2020,1,57.3,C,3,1,3
STD0161,STA208,2019/2020,1,80.7,A,5,1,3
STD0161,STA201,2019/2020,1,46.8,D,2,1,3
STD0161,STA307,2020/2021,1,61.5,B,4,1,2
STD0161,STA303,2020/2021,1,95.0,A,5,1,3
STD0161,STA404,2020/2021,2,87.7,A,5,1,3
STD0161,STA105,2020/2021,2,61.6,B,4,1,3
STD0161,STA304,2020/2021,1,64.7,B,4,1,2
STD0161,STA106,2020/2021,2,91.5,A,5,1,2
STD0161,STA401,2021/2022,2,75.9,A,5,1,2
STD0161,STA103,2021/2022,1,56.9,C,3,1,2
STD0161,STA300,2021/2022,2,76.0,A,5,1,2
STD0161,STA109,2021/2022,1,66.6,B,4,1,3
STD0161,STA302,2021/2022,2,64.1,B,4,1,2
STD0161,STA102,2021/2022,1,67.9,B,4,1,3
STD0161,STA102,2022/2023,1,64.2,B,4,1,3
STD0161,STA407,2022/2023,2,70.7,A,5,1,3
STD0161,STA200,2022/2023,2,76.3,A,5,1,2
STD0161,STA305,2022/2023,1,67.6,B,4,1,3
STD0161,STA307,2022/2023,1,78.5,A,5,1,2
STD0161,STA404,2022/2023,2,86.0,A,5,1,3
STD0162,STA105,2019/2020,2,60.1,B,4,1,3
STD0162,STA109,2019/2020,1,64.2,B,4,1,3
STD0162,STA103,2019/2020,1,54.9,C,3,1,2
STD0162,STA107,2019/2020,2,75.4,A,5,1,2
STD0162,STA100,2019/2020,2,76.4,A,5,1,3
STD0162,STA102,2019/2020,1,82.6,A,5,1,3
STD0162,STA200,2020/2021,2,72.6,A,5,1,2
STD0162,STA204,2020/2021,2,61.7,B,4,1,2
STD0162,STA207,2020/2021,1,63.9,B,4,1,2
STD0162,STA105,2020/2021,2,80.6,A,5,1,3
STD0162,STA106,2020/2021,2,97.9,A,5,1,2
STD0162,STA109,2020/2021,1,62.0,B,4,1,3
STD0162,STA201,2021/2022,1,80.2,A,5,1,3
STD0162,STA206,2021/2022,1,79.8,A,5,1,2
STD0162,STA307,2021/2022,1,78.7,A,5,1,2
STD0162,STA305,2021/2022,1,69.7,B,4,1,3
STD0162,STA107,2021/2022,2,59.9,C,3,1,2
STD0162,STA105,2021/2022,2,69.1,B,4,1,3
STD0162,STA307,2022/2023,1,62.0,B,4,1,2
STD0162,STA209,2022/2023,1,60.9,B,4,1,3
STD0162,STA401,2022/2023,2,72.5,A,5,1,2
STD0162,STA207,2022/2023,1,83.5,A,5,1,2
STD0162,STA303,2022/2023,1,78.4,A,5,1,3
STD0162,STA306,2022/2023,2,69.2,B,4,1,2
STD0163,STA107,2018/2019,2,45.7,D,2,1,2
STD0163,STA103,2018/2019,1,41.0,F,0,0,2
STD0163,STA102,2018/2019,1,41.8,F,0,0,3
STD0163,STA109,2018/2019,1,39.8,F,0,0,3
STD0163,STA105,2018/2019,2,56.0,C,3,1,3
STD0163,STA106,2018/2019,2,76.9,A,5,1,2
STD0163,STA102,2019/2020,1,51.1,C,3,1,3
STD0163,STA201,2019/2020,1,44.8,F,0,0,3
STD0163,STA105,2019/2020,2,51.0,C,3,1,3
STD0163,STA205,2019/2020,1,21.2,F,0,0,3
STD0163,STA109,2019/2020,1,61.5,B,4,1,3
STD0163,STA207,2019/2020,1,41.3,F,0,0,2
STD0163,STA206,2020/2021,1,59.6,C,3,1,2
STD0163,STA300,2020/2021,2,33.2,F,0,0,2
STD0163,STA205,2020/2021,1,18.4,F,0,0,3
STD0163,STA204,2020/2021,2,30.7,F,0,0,2
STD0163,STA306,2020/2021,2,44.8,F,0,0,2
STD0163,STA305,2020/2021,1,50.6,C,3,1,3
STD0163,STA302,2021/2022,2,33.4,F,0,0,2
STD0163,STA102,2021/2022,1,67.4,B,4,1,3
STD0163,STA206,2021/2022,1,44.5,F,0,0,2
STD0163,STA107,2021/2022,2,49.0,D,2,1,2
STD0163,STA201,2021/2022,1,30.1,F,0,0,3
STD0163,STA204,2021/2022,2,31.9,F,0,0,2
STD0163,STA206,2022/2023,1,59.6,C,3,1,2
STD0163,STA201,2022/2023,1,49.8,D,2,1,3
STD0163,STA205,2022/2023,1,31.5,F,0,0,3
STD0163,STA403,2022/2023,2,63.3,B,4,1,2
STD0163,STA404,2022/2023,2,51.2,C,3,1,3
STD0163,STA200,2022/2023,2,71.5,A,5,1,2
STD0164,STA106,2018/2019,2,79.5,A,5,1,2
STD0164,STA102,2018/2019,1,69.8,B,4,1,3
STD0164,STA100,2018/2019,2,77.1,A,5,1,3
STD0164,STA109,2018/2019,1,63.9,B,4,1,3
STD0164,STA103,2018/2019,1,62.0,B,4,1,2
STD0164,STA105,2018/2019,2,81.8,A,5,1,3
STD0164,STA207,2019/2020,1,58.8,C,3,1,2
STD0164,STA109,2019/2020,1,71.6,A,5,1,3
STD0164,STA209,2019/2020,1,60.5,B,4,1,3
STD0164,STA201,2019/2020,1,75.8,A,5,1,3
STD0164,STA208,2019/2020,1,93.3,A,5,1,3
STD0164,STA200,2019/2020,2,76.4,A,5,1,2
STD0164,STA201,2020/2021,1,58.1,C,3,1,3
STD0164,STA105,2020/2021,2,83.4,A,5,1,3
STD0164,STA109,2020/2021,1,54.0,C,3,1,3
STD0164,STA300,2020/2021,2,67.5,B,4,1,2
STD0164,STA303,2020/2021,1,87.1,A,5,1,3
STD0164,STA204,2020/2021,2,59.1,C,3,1,2
STD0164,STA201,2021/2022,1,58.7,C,3,1,3
STD0164,STA103,2021/2022,1,55.6,C,3,1,2
STD0164,STA400,2021/2022,1,67.8,B,4,1,2
STD0164,STA208,2021/2022,1,75.8,A,5,1,3
STD0164,STA109,2021/2022,1,60.0,B,4,1,3
STD0164,STA207,2021/2022,1,72.1,A,5,1,2
STD0164,STA308,2022/2023,2,60.0,C,3,1,3
STD0164,STA306,2022/2023,2,58.2,C,3,1,2
STD0164,STA407,2022/2023,2,57.2,C,3,1,3
STD0164,STA307,2022/2023,1,70.6,A,5,1,2
STD0164,STA305,2022/2023,1,61.9,B,4,1,3
STD0164,STA102,2022/2023,1,74.2,A,5,1,3
STD0165,STA107,2020/2021,2,58.0,C,3,1,2
STD0165,STA106,2020/2021,2,84.0,A,5,1,2
STD0165,STA103,2020/2021,1,51.9,C,3,1,2
STD0165,STA109,2020/2021,1,59.6,C,3,1,3
STD0165,STA102,2020/2021,1,66.2,B,4,1,3
STD0165,STA105,2020/2021,2,55.2,C,3,1,3
STD0165,STA209,2021/2022,1,38.0,F,0,0,3
STD0165,STA201,2021/2022,1,49.6,D,2,1,3
STD0165,STA207,2021/2022,1,61.0,B,4,1,2
STD0165,STA106,2021/2022,2,84.3,A,5,1,2
STD0165,STA206,2021/2022,1,60.6,B,4,1,2
STD0165,STA107,2021/2022,2,64.0,B,4,1,2
STD0165,STA206,2022/2023,1,76.7,A,5,1,2
STD0165,STA107,2022/2023,2,53.7,C,3,1,2
STD0165,STA109,2022/2023,1,57.2,C,3,1,3
STD0165,STA305,2022/2023,1,67.9,B,4,1,3
STD0165,STA105,2022/2023,2,62.0,B,4,1,3
STD0165,STA200,2022/2023,2,81.5,A,5,1,2
STD0166,STA102,2020/2021,1,64.0,B,4,1,3
STD0166,STA109,2020/2021,1,61.9,B,4,1,3
STD0166,STA106,2020/2021,2,87.5,A,5,1,2
STD0166,STA107,2020/2021,2,64.7,B,4,1,2
STD0166,STA103,2020/2021,1,50.1,C,3,1,2
STD0166,STA105,2020/2021,2,56.2,C,3,1,3
STD0166,STA106,2021/2022,2,95.0,A,5,1,2
STD0166,STA103,2021/2022,1,67.5,B,4,1,2
STD0166,STA107,2021/2022,2,53.7,C,3,1,2
STD0166,STA100,2021/2022,2,69.8,B,4,1,3
STD0166,STA206,2021/2022,1,74.3,A,5,1,2
STD0166,STA201,2021/2022,1,58.4,C,3,1,3
STD0166,STA200,2022/2023,2,78.6,A,5,1,2
STD0166,STA300,2022/2023,2,44.3,F,0,0,2
STD0166,STA205,2022/2023,1,52.2,C,3,1,3
STD0166,STA100,2022/2023,2,71.5,A,5,1,3
STD0166,STA204,2022/2023,2,47.4,D,2,1,2
STD0166,STA206,2022/2023,1,81.8,A,5,1,2
STD0167,STA105,2018/2019,2,94.9,A,5,1,3
STD0167,STA100,2018/2019,2,83.1,A,5,1,3
STD0167,STA109,2018/2019,1,78.4,A,5,1,3
STD0167,STA107,2018/2019,2,62.2,B,4,1,2
STD0167,STA103,2018/2019,1,81.1,A,5,1,2
STD0167,STA102,2018/2019,1,67.2,B,4,1,3
STD0167,STA103,2019/2020,1,72.7,A,5,1,2
STD0167,STA107,2019/2020,2,74.4,A,5,1,2
STD0167,STA206,2019/2020,1,74.7,A,5,1,2
STD0167,STA209,2019/2020,1,63.2,B,4,1,3
STD0167,STA102,2019/2020,1,76.3,A,5,1,3
STD0167,STA200,2019/2020,2,82.6,A,5,1,2
STD0167,STA200,2020/2021,2,74.3,A,5,1,2
STD0167,STA106,2020/2021,2,100.0,A,5,1,2
STD0167,STA305,2020/2021,1,85.6,A,5,1,3
STD0167,STA105,2020/2021,2,75.7,A,5,1,3
STD0167,STA304,2020/2021,1,77.4,A,5,1,2
STD0167,STA308,2020/2021,2,83.2,A,5,1,3
STD0167,STA400,2021/2022,1,77.0,A,5,1,2
STD0167,STA208,2021/2022,1,90.2,A,5,1,3
STD0167,STA300,2021/2022,2,79.6,A,5,1,2
STD0167,STA304,2021/2022,1,61.8,B,4,1,2
STD0167,STA404,2021/2022,2,88.1,A,5,1,3
STD0167,STA405,2021/2022,2,81.2,A,5,1,2
STD0167,STA304,2022/2023,1,93.3,A,5,1,2
STD0167,STA208,2022/2023,1,83.4,A,5,1,3
STD0167,STA302,2022/2023,2,76.3,A,5,1,2
STD0167,STA409,2022/2023,2,54.5,C,3,1,3
STD0167,STA106,2022/2023,2,94.0,A,5,1,2
STD0167,STA307,2022/2023,1,66.7,B,4,1,2
STD0168,STA103,2019/2020,1,59.3,C,3,1,2
STD0168,STA109,2019/2020,1,58.6,C,3,1,3
STD0168,STA105,2019/2020,2,72.5,A,5,1,3
STD0168,STA100,2019/2020,2,54.8,C,3,1,3
STD0168,STA102,2019/2020,1,61.2,B,4,1,3
STD0168,STA106,2019/2020,2,85.8,A,5,1,2
STD0168,STA109,2020/2021,1,45.6,D,2,1,3
STD0168,STA107,2020/2021,2,43.8,F,0,0,2
STD0168,STA209,2020/2021,1,54.3,C,3,1,3
STD0168,STA106,2020/2021,2,75.9,A,5,1,2
STD0168,STA208,2020/2021,1,51.7,C,3,1,3
STD0168,STA200,2020/2021,2,69.6,B,4,1,2
STD0168,STA303,2021/2022,1,51.4,C,3,1,3
STD0168,STA302,2021/2022,2,49.2,D,2,1,2
STD0168,STA204,2021/2022,2,43.4,F,0,0,2
STD0168,STA107,2021/2022,2,54.4,C,3,1,2
STD0168,STA205,2021/2022,1,37.6,F,0,0,3
STD0168,STA105,2021/2022,2,53.7,C,3,1,3
STD0168,STA407,2022/2023,2,76.6,A,5,1,3
STD0168,STA103,2022/2023,1,41.1,F,0,0,2
STD0168,STA109,2022/2023,1,63.5,B,4,1,3
STD0168,STA302,2022/2023,2,61.2,B,4,1,2
STD0168,STA209,2022/2023,1,47.3,D,2,1,3
STD0168,STA405,2022/2023,2,73.7,A,5,1,2
STD0169,STA109,2018/2019,1,56.6,C,3,1,3
STD0169,STA102,2018/2019,1,55.6,C,3,1,3
STD0169,STA107,2018/2019,2,60.3,B,4,1,2
STD0169,STA103,2018/2019,1,32.2,F,0,0,2
STD0169,STA106,2018/2019,2,70.8,A,5,1,2
STD0169,STA105,2018/2019,2,52.9,C,3,1,3
STD0169,STA208,2019/2020,1,53.2,C,3,1,3
STD0169,STA205,2019/2020,1,28.6,F,0,0,3
STD0169,STA206,2019/2020,1,68.7,B,4,1,2
STD0169,STA109,2019/2020,1,51.8,C,3,1,3
STD0169,STA107,2019/2020,2,38.6,F,0,0,2
STD0169,STA200,2019/2020,2,68.6,B,4,1,2
STD0169,STA305,2020/2021,1,62.9,B,4,1,3
STD0169,STA300,2020/2021,2,44.0,F,0,0,2
STD0169,STA206,2020/2021,1,57.1,C,3,1,2
STD0169,STA201,2020/2021,1,41.9,F,0,0,3
STD0169,STA103,2020/2021,1,41.1,F,0,0,2
STD0169,STA307,2020/2021,1,58.4,C,3,1,2
STD0169,STA205,2021/2022,1,29.5,F,0,0,3
STD0169,STA107,2021/2022,2,48.0,D,2,1,2
STD0169,STA302,2021/2022,2,50.5,C,3,1,2
STD0169,STA103,2021/2022,1,41.5,F,0,0,2
STD0169,STA404,2021/2022,2,71.7,A,5,1,3
STD0169,STA109,2021/2022,1,52.0,C,3,1,3
STD0169,STA304,2022/2023,1,41.9,F,0,0,2
STD0169,STA105,2022/2023,2,46.0,D,2,1,3
STD0169,STA302,2022/2023,2,50.7,C,3,1,2
STD0169,STA103,2022/2023,1,24.0,F,0,0,2
STD0169,STA100,2022/2023,2,50.1,C,3,1,3
STD0169,STA405,2022/2023,2,75.8,A,5,1,2
STD0170,STA103,2017/2018,1,33.0,F,0,0,2
STD0170,STA107,2017/2018,2,43.6,F,0,0,2
STD0170,STA100,2017/2018,2,45.3,D,2,1,3
STD0170,STA102,2017/2018,1,41.0,F,0,0,3
STD0170,STA105,2017/2018,2,50.2,C,3,1,3
STD0170,STA106,2017/2018,2,57.1,C,3,1,2
STD0170,STA209,2018/2019,1,45.0,D,2,1,3
STD0170,STA207,2018/2019,1,53.2,C,3,1,2
STD0170,STA102,2018/2019,1,38.4,F,0,0,3
STD0170,STA201,2018/2019,1,52.4,C,3,1,3
STD0170,STA204,2018/2019,2,33.7,F,0,0,2
STD0170,STA205,2018/2019,1,38.3,F,0,0,3
STD0170,STA304,2019/2020,1,42.9,F,0,0,2
STD0170,STA209,2019/2020,1,39.2,F,0,0,3
STD0170,STA306,2019/2020,2,50.5,C,3,1,2
STD0170,STA308,2019/2020,2,36.7,F,0,0,3
STD0170,STA106,2019/2020,2,93.5,A,5,1,2
STD0170,STA303,2019/2020,1,54.7,C,3,1,3
STD0170,STA209,2020/2021,1,34.7,F,0,0,3
STD0170,STA400,2020/2021,1,40.1,F,0,0,2
STD0170,STA207,2020/2021,1,46.7,D,2,1,2
STD0170,STA107,2020/2021,2,60.7,B,4,1,2
STD0170,STA308,2020/2021,2,53.6,C,3,1,3
STD0170,STA206,2020/2021,1,63.0,B,4,1,2
STD0170,STA407,2021/2022,2,55.0,C,3,1,3
STD0170,STA307,2021/2022,1,50.4,C,3,1,2
STD0170,STA308,2021/2022,2,14.7,F,0,0,3
STD0170,STA207,2021/2022,1,39.2,F,0,0,2
STD0170,STA303,2021/2022,1,40.3,F,0,0,3
STD0170,STA205,2021/2022,1,41.3,F,0,0,3
STD0170,STA109,2022/2023,1,42.7,F,0,0,3
STD0170,STA106,2022/2023,2,70.0,A,5,1,2
STD0170,STA407,2022/2023,2,70.3,A,5,1,3
STD0170,STA105,2022/2023,2,60.2,B,4,1,3
STD0170,STA304,2022/2023,1,45.9,D,2,1,2
STD0170,STA405,2022/2023,2,56.2,C,3,1,2
STD0171,STA105,2020/2021,2,52.2,C,3,1,3
STD0171,STA109,2020/2021,1,40.3,F,0,0,3
STD0171,STA107,2020/2021,2,43.1,F,0,0,2
STD0171,STA100,2020/2021,2,58.6,C,3,1,3
STD0171,STA102,2020/2021,1,38.4,F,0,0,3
STD0171,STA106,2020/2021,2,70.5,A,5,1,2
STD0171,STA206,2021/2022,1,58.1,C,3,1,2
STD0171,STA103,2021/2022,1,43.1,F,0,0,2
STD0171,STA100,2021/2022,2,56.2,C,3,1,3
STD0171,STA209,2021/2022,1,31.0,F,0,0,3
STD0171,STA207,2021/2022,1,47.2,D,2,1,2
STD0171,STA106,2021/2022,2,70.0,A,5,1,2
STD0171,STA306,2022/2023,2,40.9,F,0,0,2
STD0171,STA201,2022/2023,1,50.7,C,3,1,3
STD0171,STA208,2022/2023,1,47.2,D,2,1,3
STD0171,STA205,2022/2023,1,28.5,F,0,0,3
STD0171,STA307,2022/2023,1,48.2,D,2,1,2
STD0171,STA105,2022/2023,2,38.8,F,0,0,3
STD0172,STA105,2019/2020,2,64.5,B,4,1,3
STD0172,STA102,2019/2020,1,48.4,D,2,1,3
STD0172,STA107,2019/2020,2,60.1,B,4,1,2
STD0172,STA109,2019/2020,1,55.8,C,3,1,3
STD0172,STA100,2019/2020,2,80.2,A,5,1,3
STD0172,STA103,2019/2020,1,47.6,D,2,1,2
STD0172,STA204,2020/2021,2,42.9,F,0,0,2
STD0172,STA205,2020/2021,1,43.7,F,0,0,3
STD0172,STA100,2020/2021,2,54.9,C,3,1,3
STD0172,STA106,2020/2021,2,70.8,A,5,1,2
STD0172,STA102,2020/2021,1,61.2,B,4,1,3
STD0172,STA107,2020/2021,2,73.7,A,5,1,2
STD0172,STA109,2021/2022,1,49.8,D,2,1,3
STD0172,STA205,2021/2022,1,40.8,F,0,0,3
STD0172,STA304,2021/2022,1,50.8,C,3,1,2
STD0172,STA207,2021/2022,1,56.4,C,3,1,2
STD0172,STA204,2021/2022,2,36.9,F,0,0,2
STD0172,STA105,2021/2022,2,64.2,B,4,1,3
STD0172,STA209,2022/2023,1,44.6,F,0,0,3
STD0172,STA304,2022/2023,1,45.0,D,2,1,2
STD0172,STA308,2022/2023,2,47.5,D,2,1,3
STD0172,STA206,2022/2023,1,64.1,B,4,1,2
STD0172,STA306,2022/2023,2,52.2,C,3,1,2
STD0172,STA105,2022/2023,2,62.8,B,4,1,3
STD0173,STA107,2019/2020,2,68.1,B,4,1,2
STD0173,STA100,2019/2020,2,69.2,B,4,1,3
STD0173,STA102,2019/2020,1,65.1,B,4,1,3
STD0173,STA103,2019/2020,1,49.4,D,2,1,2
STD0173,STA109,2019/2020,1,67.7,B,4,1,3
STD0173,STA105,2019/2020,2,68.0,B,4,1,3
STD0173,STA106,2020/2021,2,87.2,A,5,1,2
STD0173,STA102,2020/2021,1,68.3,B,4,1,3
STD0173,STA207,2020/2021,1,68.5,B,4,1,2
STD0173,STA209,2020/2021,1,54.6,C,3,1,3
STD0173,STA105,2020/2021,2,66.4,B,4,1,3
STD0173,STA200,2020/2021,2,88.5,A,5,1,2
STD0173,STA302,2021/2022,2,52.8,C,3,1,2
STD0173,STA200,2021/2022,2,79.2,A,5,1,2
STD0173,STA100,2021/2022,2,70.4,A,5,1,3
STD0173,STA206,2021/2022,1,63.0,B,4,1,2
STD0173,STA205,2021/2022,1,64.7,B,4,1,3
STD0173,STA303,2021/2022,1,54.7,C,3,1,3
STD0173,STA208,2022/2023,1,77.4,A,5,1,3
STD0173,STA305,2022/2023,1,73.1,A,5,1,3
STD0173,STA102,2022/2023,1,58.7,C,3,1,3
STD0173,STA302,2022/2023,2,51.3,C,3,1,2
STD0173,STA306,2022/2023,2,59.0,C,3,1,2
STD0173,STA407,2022/2023,2,69.1,B,4,1,3
STD0174,STA106,2020/2021,2,87.1,A,5,1,2
STD0174,STA102,2020/2021,1,57.3,C,3,1,3
STD0174,STA109,2020/2021,1,61.6,B,4,1,3
STD0174,STA107,2020/2021,2,66.8,B,4,1,2
STD0174,STA103,2020/2021,1,49.4,D,2,1,2
STD0174,STA100,2020/2021,2,48.8,D,2,1,3
STD0174,STA109,2021/2022,1,82.5,A,5,1,3
STD0174,STA208,2021/2022,1,83.8,A,5,1,3
STD0174,STA201,2021/2022,1,60.6,B,4,1,3
STD0174,STA207,2021/2022,1,52.5,C,3,1,2
STD0174,STA204,2021/2022,2,47.2,D,2,1,2
STD0174,STA206,2021/2022,1,58.5,C,3,1,2
STD0174,STA208,2022/2023,1,73.7,A,5,1,3
STD0174,STA201,2022/2023,1,51.3,C,3,1,3
STD0174,STA304,2022/2023,1,56.3,C,3,1,2
STD0174,STA100,2022/2023,2,64.7,B,4,1,3
STD0174,STA300,2022/2023,2,61.6,B,4,1,2
STD0174,STA200,2022/2023,2,73.0,A,5,1,2
STD0175,STA100,2017/2018,2,87.5,A,5,1,3
STD0175,STA107,2017/2018,2,71.7,A,5,1,2
STD0175,STA109,2017/2018,1,68.2,B,4,1,3
STD0175,STA103,2017/2018,1,38.9,F,0,0,2
STD0175,STA105,2017/2018,2,63.9,B,4,1,3
STD0175,STA106,2017/2018,2,82.6,A,5,1,2
